 #, Operadora, Simcard, IMEI, Mensalidade, Credito, Consumo 60 dias, Data Ativacao, IP, ICCID, Saldo, Consumo, Ultima Conexao, Status
74,VIVO,'5511972456718,/ 864893031732610,5.1,0,40,14/3/2019,10.145.162.247,'89551080137011330890,3.976.783,0.23,5/8/2019 20:59,Ativo
75,VIVO,'5511972404279,/ 864893031716070,5.1,0,40,14/3/2019,10.146.53.195,'89551080137011330882,3.829.737,1.68,5/8/2019 21:29,Ativo
76,VIVO,'5511972401043,/ 864893032364760,5.1,0,40,30/1/2019,10.146.175.80,'89551080137013987176,3.751.102,2.47,5/8/2019 14:16,Ativo
77,VIVO,'5511972395725,/ 864893031719390,5.1,0,40,14/3/2019,10.144.178.235,'89551080137011330874,3.540.707,4.59,5/8/2019 19:24,Ativo
78,VIVO,'5511972389097,/ 864893031719280,5.1,0,40,14/3/2019,10.146.234.178,'89551080137011330866,3.846.189,1.51,5/8/2019 14:38,Ativo
79,VIVO,'5511972361557,/ 864893031732210,5.1,0,40,14/3/2019,10.144.230.238,'89551080137011330858,3.823.557,1.74,5/8/2019 21:15,Ativo
80,VIVO,'5511972361450,/ 864893032361730,5.1,0,40,30/1/2019,10.144.246.70,'89551080137013987168,3.760.575,2.38,5/8/2019 16:26,Ativo
81,VIVO,'5511972361124,/ 864893031719210,5.1,0,40,14/3/2019,10.146.152.101,'89551080137011330841,3.792.607,2.05,5/8/2019 18:58,Ativo
82,VIVO,'5511972357827,/ 864893031733860,5.1,0,40,14/3/2019,10.145.30.196,'89551080137011330833,3.828.429,1.69,5/8/2019 16:05,Ativo
83,VIVO,'5511972267219,/ 864893031717680,5.1,0,40,14/3/2019,10.145.33.49,'89551080137011330825,3.877.675,1.2,5/8/2019 15:40,Ativo
84,VIVO,'5511972247662,/ 864893032361680,5.1,0,40,30/1/2019,10.146.37.236,'89551080137013987150,384.394,1.54,5/8/2019 17:28,Ativo
85,VIVO,'5511972226270,/ 864893032361440,5.1,0,40,26/1/2019,10.146.90.11,'89551080137013987143,3.838.046,1.6,5/8/2019 17:32,Ativo
86,VIVO,'5511972171204,/ 864893031732420,5.1,0,40,14/3/2019,10.146.161.128,'89551080137011330817,3.806.631,1.93,5/8/2019 20:48,Ativo
87,VIVO,'5511972165333,/ 864893031731330,5.1,0,40,14/3/2019,10.145.35.14,'89551080137011330809,3.803.073,1.95,5/8/2019 19:02,Ativo
88,VIVO,'5511972110972,/ 864893031327160,5.1,0,40,9/3/2019,10.144.108.19,'89551080137011330791,3.818.019,1.8,5/8/2019 18:11,Ativo
89,VIVO,'5511972038294,,5.1,0,40,10/4/2019,10.144.249.159,'89551080137011330783,40,0,15/2/2019 21:43,Ativo
90,VIVO,'5511971960874,/ 864180033445940,5.1,0,40,8/3/2019,10.146.220.4,'89551080137011330775,3.811.329,1.86,5/8/2019 17:30,Ativo
91,VIVO,'5511971924774,/ 864893032360680,5.1,0,40,26/1/2019,10.144.140.67,'89551080137013987135,3.788.159,2.1,5/8/2019 15:47,Ativo
92,VIVO,'5511971899325,/ 864893032961500,5.1,0,40,30/1/2019,10.146.188.157,'89551080137013987127,3.753.205,2.45,5/8/2019 18:08,Ativo
93,VIVO,'5511971834360,/ 864893032359450,5.1,0,40,26/1/2019,10.146.166.96,'89551080137013987119,3.711.007,2.87,5/8/2019 15:43,Ativo
94,VIVO,'5511971807930,/ 864180033431510,5.1,0,40,23/2/2019,10.146.25.191,'89551080137011330767,3.837.398,1.6,5/8/2019 20:27,Ativo
95,VIVO,'5511971742087,/ 864180033443790,5.1,0,40,23/2/2019,10.146.57.48,'89551080137011330759,394.362,0.56,5/8/2019 19:12,Ativo
96,VIVO,'5511971716004,/ 864893032690960,5.1,0,40,9/4/2019,10.144.142.190,'89551080137011330742,3.776.138,2.22,5/8/2019 20:11,Ativo
97,VIVO,'5511971693531,/ 355126079382440,5.1,0,40,18/3/2019,10.146.211.177,'89551080137011330734,3.730.253,2.69,5/8/2019 21:02,Ativo
98,VIVO,'5511971673796,/ 355126077029640,5.1,0,40,7/3/2019,10.144.254.108,'89551080137011330726,3.657.374,3.41,5/8/2019 21:15,Ativo
99,VIVO,'5511971522775,/ 355126070057770,5.1,0,40,13/3/2019,10.145.7.39,'89551080137011330718,40,0,25/3/2019 11:02,Ativo
100,VIVO,'5511971514068,/ 355126077550500,5.1,0,40,27/2/2019,10.145.236.77,'89551080137011330700,3.930.832,0.69,5/8/2019 21:00,Ativo
101,VIVO,'5511971508672,/ 864893031325580,5.1,0,40,26/2/2019,10.145.146.35,'89551080137011330692,3.979.644,0.2,4/8/2019 20:24,Ativo
102,VIVO,'5511971506676,,5.1,0,40,10/4/2019,10.146.169.194,'89551080137011330684,40,0,15/2/2019 21:44,Ativo
103,VIVO,'5511971505279,,5.1,0,40,9/4/2019,10.144.218.18,'89551080137011330676,40,0,13/2/2019 23:45,Ativo
104,VIVO,'5511971499582,/ 864893032360540,5.1,0,40,26/1/2019,10.144.238.180,'89551080137013987101,40,0,24/7/2019 17:38,Ativo
105,VIVO,'5511971485721,/ 864893032360220,5.1,0,40,30/1/2019,10.146.194.145,'89551080137013987093,3.836.912,1.61,5/8/2019 14:05,Ativo
106,VIVO,'5511971462234,/ 864893031716040,5.1,0,40,10/4/2019,10.145.220.188,'89551080137011330668,3.820.197,1.78,5/8/2019 20:03,Ativo
107,VIVO,'5511971438551,,5.1,0,40,10/4/2019,10.146.245.145,'89551080137011330650,40,0,15/2/2019 22:01,Ativo
108,VIVO,'5511971425975,,5.1,0,40,9/4/2019,10.146.22.27,'89551080137011330643,40,0,13/2/2019 22:59,Ativo
109,VIVO,'5511971408298,,5.1,0,40,10/4/2019,10.146.136.64,'89551080137011330635,40,0,15/2/2019 21:53,Ativo
110,VIVO,'5511971399398,,5.1,0,40,10/4/2019,10.145.177.118,'89551080137011330627,40,0,15/2/2019 21:34,Ativo
111,VIVO,'5511971348258,/ 355126075012310,5.1,0,40,7/3/2019,10.146.200.91,'89551080137011330619,3.778.802,2.2,5/8/2019 06:38,Ativo
112,VIVO,'5511971341443,/ 355126071312410,5.1,0,40,24/1/2019,10.146.227.237,'89551080137013987085,3.681.252,3.17,5/8/2019 21:00,Ativo
113,VIVO,'5511971340898,/ 355126070945330,5.1,0,40,7/3/2019,10.145.209.34,'89551080137011330601,3.984.029,0.16,4/8/2019 20:13,Ativo
114,VIVO,'5511971273268,,5.1,0,40,10/4/2019,10.146.84.31,'89551080137011330593,40,0,15/2/2019 21:53,Ativo
115,VIVO,'5511971272427,/ 355371020507110,5.1,0,40,10/3/2019,10.145.163.188,'89551080137011330585,3.841.012,1.58,5/8/2019 21:04,Ativo
116,VIVO,'5511971264710,/ 355371023049760,5.1,0,40,11/3/2019,10.146.213.57,'89551080137011330577,3.934.328,0.66,5/8/2019 20:58,Ativo
117,VIVO,'5511971230412,,5.1,0,40,10/4/2019,10.145.26.22,'89551080137011330569,40,0,15/2/2019 21:31,Ativo
118,VIVO,'5511971225183,/ 355126070489260,5.1,0,40,24/1/2019,10.144.158.180,'89551080137013987077,3.818.314,1.82,5/8/2019 21:00,Ativo
119,VIVO,'5511971216630,,5.1,0,40,10/4/2019,10.146.116.79,'89551080137011330551,40,0,15/2/2019 21:53,Ativo
120,VIVO,'5511971216462,/ 355371024481040,5.1,0,40,11/3/2019,10.146.184.57,'89551080137011330544,3.955.452,0.44,5/8/2019 19:42,Ativo
121,VIVO,'5511971191477,/ 355126070277830,5.1,0,40,10/4/2019,10.145.145.120,'89551080137011330536,40,0,20/7/2019 10:15,Ativo
122,VIVO,'5511971172691,/ 355371024071590,5.1,0,40,11/3/2019,10.146.158.129,'89551080137011330528,3.909.947,0.9,5/8/2019 18:59,Ativo
123,VIVO,'5511971169206,/ 355371023094830,5.1,0,40,11/3/2019,10.144.139.27,'89551080137011330510,3.883.413,1.16,5/8/2019 18:01,Ativo
124,VIVO,'5511971138544,/ 355371023456060,5.1,0,40,12/3/2019,10.145.87.253,'89551080137011330502,40,0,25/6/2019 12:09,Ativo
125,VIVO,'5511971136308,/ 864893034577610,5.1,0,40,9/4/2019,10.145.157.158,'89551080137011330494,3.801.844,1.96,5/8/2019 21:04,Ativo
126,VIVO,'5511971133639,/ 358222051179850,5.1,0,40,12/3/2019,10.146.240.173,'89551080137011330486,3.669.385,3.32,4/8/2019 22:32,Ativo
127,VIVO,'5511971092659,/ 355126079487050,5.1,0,40,11/3/2019,10.145.158.27,'89551080137011330478,40,0,24/6/2019 19:36,Ativo
128,VIVO,'5511971031195,/ 355126071218580,5.1,0,40,11/3/2019,10.146.180.164,'89551080137011330460,3.733.788,2.65,5/8/2019 21:00,Ativo
129,VIVO,'5511971002818,/ 864180033418540,5.1,0,40,11/3/2019,10.146.39.84,'89551080137011330452,3.749.906,2.49,5/8/2019 18:50,Ativo
130,VIVO,'5511970999230,/ 358735072822760,5.1,0,40,11/3/2019,10.146.46.163,'89551080137011330445,3.965.085,0.35,5/8/2019 21:00,Ativo
131,VIVO,'5511970975976,/ 358511020007240,5.1,0,40,24/1/2019,10.146.156.125,'89551080137013987069,3.875.434,1.24,5/8/2019 11:23,Ativo
132,VIVO,'5511970960993,/ 355126079536780,5.1,0,40,24/1/2019,10.144.161.245,'89551080137013987051,40,0,24/1/2019 12:11,Ativo
133,VIVO,'5511970953032,/ 864893032332770,5.1,0,40,30/1/2019,10.146.207.40,'89551080137013987044,3.549.691,4.5,5/8/2019 17:37,Ativo
134,VIVO,'5511970898263,/ 355126073886540,5.1,0,40,9/3/2019,10.144.217.116,'89551080137011330437,3.835.841,1.64,5/8/2019 21:00,Ativo
135,VIVO,'5511969119441,/ 864180034499530,5.1,0,40,6/3/2019,10.144.114.5,'89551080137011330429,382.886,1.69,5/8/2019 17:58,Ativo
136,VIVO,'5511969092651,/ 355126075697300,5.1,0,40,6/3/2019,10.144.90.1,'89551080137011330411,3.687.285,3.12,5/8/2019 20:25,Ativo
137,VIVO,'5511969052159,/ 864893032360510,5.1,0,40,30/1/2019,10.146.235.40,'89551080137013987036,3.978.424,0.22,5/8/2019 20:40,Ativo
138,VIVO,'5511968652840,/ 355126078207180,5.1,0,40,31/5/2019,10.151.2.88,'89551080137011330403,3.758.084,2.41,5/8/2019 21:00,Ativo
139,VIVO,'5511968631230,/ 355126070229090,5.1,0,40,6/3/2019,10.146.185.88,'89551080137011330395,3.896.744,1.03,5/8/2019 17:25,Ativo
140,VIVO,'5511968526760,/ 864893031334870,5.1,0,40,21/3/2019,10.146.226.120,'89551080137011330387,3.812.602,1.85,5/8/2019 15:02,Ativo
141,VIVO,'5511968520612,/ 864893031717000,5.1,0,40,21/3/2019,10.145.165.34,'89551080137011330379,3.812.381,1.85,5/8/2019 15:40,Ativo
142,VIVO,'5511968480309,/ 864893031313900,5.1,0,40,20/3/2019,10.146.113.68,'89551080137011330361,384.284,1.55,5/8/2019 16:41,Ativo
143,VIVO,'5511968441241,/ 355126073102330,5.1,0,40,1/2/2019,10.145.40.117,'89551080137010993300,3.802.875,1.97,5/8/2019 21:00,Ativo
144,VIVO,'5511968440781,/ 355126074584770,5.1,0,40,1/2/2019,10.145.202.89,'89551080137010993292,3.689.979,3.08,5/8/2019 21:00,Ativo
145,VIVO,'5511968437805,/ 864893031325160,5.1,0,40,1/2/2019,10.146.88.19,'89551080137010993284,3.833.926,1.64,5/8/2019 15:10,Ativo
146,VIVO,'5511968433219,/ 864893031735020,5.1,0,40,1/2/2019,10.145.61.90,'89551080137010993276,350.147,4.98,5/8/2019 13:43,Ativo
147,VIVO,'5511968430465,/ 864893031312110,5.1,0,40,1/2/2019,10.145.188.250,'89551080137010993268,40,0,3/4/2019 07:31,Ativo
148,VIVO,'5511968423288,,5.1,0,40,1/2/2019,10.145.229.100,'89551080137010993250,40,0,29/1/2019 20:16,Ativo
149,VIVO,'5511968420521,,5.1,0,40,1/2/2019,10.144.98.12,'89551080137010993243,40,0,29/1/2019 20:19,Ativo
150,VIVO,'5511968419988,,5.1,0,40,1/2/2019,10.145.193.16,'89551080137010993235,40,0,29/1/2019 20:19,Ativo
151,VIVO,'5511968418715,,5.1,0,40,1/2/2019,10.145.135.232,'89551080137010993227,40,0,29/1/2019 20:08,Ativo
152,VIVO,'5511968415838,/ 864893031717440,5.1,0,40,1/2/2019,10.146.169.90,'89551080137010993219,3.992.389,0.08,5/8/2019 19:53,Ativo
153,VIVO,'5511968402179,/ 865205030512470,5.1,0,40,10/4/2019,10.144.225.64,'89551080137011330353,3.788.745,2.1,30/7/2019 11:44,Ativo
154,VIVO,'5511964990605,/ 864893032361820,5.1,0,40,30/1/2019,10.144.254.147,'89551080137013987028,3.675.552,3.23,5/8/2019 15:27,Ativo
155,VIVO,'5511964965921,/ 864893031313660,5.1,0,40,18/3/2019,10.146.21.203,'89551080137011330346,3.832.506,1.65,5/8/2019 20:50,Ativo
156,VIVO,'5511964947104,/ 864893031732480,5.1,0,40,14/3/2019,10.145.111.170,'89551080137011330338,3.571.322,4.28,5/8/2019 19:37,Ativo
157,VIVO,'5511964941410,/ 864893031734370,5.1,0,40,14/3/2019,10.146.255.33,'89551080137011330320,3.853.025,1.45,5/8/2019 20:54,Ativo
158,VIVO,'5511964938452,/ 355126070754960,5.1,0,40,22/3/2019,10.144.150.14,'89551080137011330312,3.657.042,3.42,5/8/2019 21:00,Ativo
159,VIVO,'5511964911658,/ 864893031733890,5.1,0,40,25/3/2019,10.146.44.215,'89551080137011330304,394.915,0.51,5/8/2019 21:17,Ativo
160,VIVO,'5511964897850,,5.1,0,40,10/4/2019,10.146.140.51,'89551080137011330296,40,0,15/2/2019 21:47,Ativo
161,VIVO,'5511964885046,/ 864893031719330,5.1,0,40,2/4/2019,10.146.223.117,'89551080137011330288,3.852.198,1.46,5/8/2019 20:47,Ativo
162,VIVO,'5511964824389,/ 864893031719460,5.1,0,40,9/4/2019,10.146.211.33,'89551080137011330270,38.589,1.39,5/8/2019 21:27,Ativo
163,VIVO,'5511964819711,/ 864893032360420,5.1,0,40,30/1/2019,10.144.163.19,'89551080137013987010,3.959.303,0.41,5/8/2019 14:39,Ativo
164,VIVO,'5511964817238,/ 355126070270410,5.1,0,40,13/3/2019,10.144.214.6,'89551080137011330262,3.671.706,3.27,5/8/2019 21:00,Ativo
165,VIVO,'5511964806212,/ 355488020510160,5.1,0,40,13/3/2019,10.146.176.120,'89551080137011330254,3.840.037,1.6,5/8/2019 21:12,Ativo
166,VIVO,'5511964790043,/ 355126074670360,5.1,0,40,13/3/2019,10.146.17.122,'89551080137011330247,3.794.555,2.05,5/8/2019 21:01,Ativo
167,VIVO,'5511964778786,,5.1,0,40,9/4/2019,10.144.244.154,'89551080137011330239,40,0,13/2/2019 23:12,Ativo
168,VIVO,'5511964775749,/ 864893031719530,5.1,0,40,14/3/2019,10.145.61.27,'89551080137011330221,3.987.629,0.12,5/8/2019 15:58,Ativo
169,VIVO,'5511964762908,/ 864893032362380,5.1,0,40,30/1/2019,10.146.152.64,'89551080137013987002,3.818.578,1.79,5/8/2019 19:10,Ativo
170,VIVO,'5511964747633,/ 355126074394300,5.1,0,40,13/3/2019,10.145.160.102,'89551080137011330213,3.982.046,0.18,5/8/2019 07:21,Ativo
171,VIVO,'5511964739790,/ 864893031734380,5.1,0,40,14/3/2019,10.145.43.234,'89551080137011330205,3.725.538,2.73,5/8/2019 18:23,Ativo
172,VIVO,'5511964732896,/ 864893031731370,5.1,0,40,14/3/2019,10.146.32.249,'89551080137011330197,3.801.487,1.96,5/8/2019 17:08,Ativo
173,VIVO,'5511964730434,/ 864180034421600,5.1,0,40,6/3/2019,10.145.96.62,'89551080137011330189,385.688,1.41,5/8/2019 17:51,Ativo
174,VIVO,'5511964704172,/ 355126073803090,5.1,0,40,1/3/2019,10.145.29.156,'89551080137011330163,3.683.247,3.15,5/8/2019 21:00,Ativo
175,VIVO,'5511964702746,/ 864893031715190,5.1,0,40,1/2/2019,10.145.11.227,'89551080137010993003,3.476.601,5.23,5/8/2019 20:37,Ativo
176,VIVO,'5511964181095,/ 864893031325220,5.1,0,40,26/2/2019,10.146.153.75,'89551080137011330155,3.519.267,4.8,5/8/2019 17:26,Ativo
177,VIVO,'5511964180163,/ 864893031325430,5.1,0,40,26/2/2019,10.144.84.92,'89551080137011330148,40,0,30/7/2019 02:57,Ativo
178,VIVO,'5511964169559,/ 864893031718380,5.1,0,40,26/2/2019,10.144.147.57,'89551080137011330130,3.516.517,4.83,5/8/2019 19:25,Ativo
179,VIVO,'5511964168513,/ 864893032363910,5.1,0,40,30/1/2019,10.144.172.28,'89551080137013986996,3.896.998,1.02,5/8/2019 20:54,Ativo
180,VIVO,'5511964152426,/ 355126074396240,5.1,0,40,26/2/2019,10.146.158.140,'89551080137011330122,3.934.424,0.66,5/8/2019 16:43,Ativo
181,VIVO,'5511964149603,/ 355126070929200,5.1,0,40,1/3/2019,10.144.114.70,'89551080137011330114,3.801.525,1.98,5/8/2019 21:02,Ativo
182,VIVO,'5511964146197,/ 355126078913150,5.1,0,40,26/2/2019,10.146.9.121,'89551080137011330106,3.989.062,0.11,2/8/2019 17:12,Ativo
183,VIVO,'5511964138382,,5.1,0,40,10/4/2019,10.146.3.80,'89551080137011330098,40,0,15/2/2019 21:39,Ativo
184,VIVO,'5511964138345,/ 355126073365640,5.1,0,40,1/4/2019,10.146.11.53,'89551080137011330080,3.729.736,2.69,5/8/2019 21:00,Ativo
185,VIVO,'5511964131545,,5.1,0,40,10/4/2019,10.145.97.40,'89551080137011330072,40,0,15/2/2019 22:03,Ativo
186,VIVO,'5511964119508,,5.1,0,40,9/4/2019,10.146.225.115,'89551080137011330064,40,0,13/2/2019 20:04,Ativo
187,VIVO,'5511964094244,/ 355126076799520,5.1,0,40,10/4/2019,10.145.77.150,'89551080137011330056,3.827.033,1.73,5/8/2019 19:49,Ativo
188,VIVO,'5511964069755,/ 864180033092280,5.1,0,40,27/3/2019,10.146.59.175,'89551080137011330031,3.790.963,2.07,5/8/2019 19:43,Ativo
189,VIVO,'5511964046108,/ 355126076234080,5.1,0,40,23/3/2019,10.144.46.177,'89551080137011330023,3.670.013,3.29,5/8/2019 21:00,Ativo
190,VIVO,'5511964038315,/ 355126070162900,5.1,0,40,26/3/2019,10.145.238.130,'89551080137011330015,3.659.696,3.39,5/8/2019 21:00,Ativo
191,VIVO,'5511964032862,/ 355126075549940,5.1,0,40,2/4/2019,10.144.171.212,'89551080137011330007,3.794.701,2.05,5/8/2019 21:12,Ativo
192,VIVO,'5511964028512,/ 355126077029640,5.1,0,40,27/2/2019,10.144.50.243,'89551080137011329991,40,0,27/2/2019 13:22,Ativo
193,VIVO,'5511963848329,/ 355126072159940,5.1,0,40,24/1/2019,10.146.28.212,'89551080137013986988,3.684.233,3.14,5/8/2019 21:00,Ativo
194,VIVO,'5511963837822,/ 355126079320080,5.1,0,40,6/3/2019,10.144.54.175,'89551080137011329983,3.962.221,0.38,1/8/2019 13:28,Ativo
195,VIVO,'5511963713352,,5.1,0,40,10/4/2019,10.146.133.55,'89551080137011329975,40,0,16/2/2019 15:31,Ativo
196,VIVO,'5511961975438,,5.1,0,40,10/4/2019,10.144.124.214,'89551080137011329967,40,0,15/2/2019 21:35,Ativo
197,VIVO,'5511961953254,/ 864893031715890,5.1,0,40,10/4/2019,10.146.185.47,'89551080137011329959,3.825.075,1.73,5/8/2019 17:04,Ativo
198,VIVO,'5511961862446,/ 358511020013340,5.1,0,40,24/1/2019,10.144.174.196,'89551080137013986970,387.288,1.27,5/8/2019 12:52,Ativo
199,VIVO,'5511960590181,,5.1,0,40,10/4/2019,10.145.202.214,'89551080137011329942,40,0,15/2/2019 21:26,Ativo
200,VIVO,'5511957839972,,5.1,0,40,10/4/2019,10.146.198.142,'89551080137011329934,40,0,15/2/2019 21:44,Ativo
201,VIVO,'5511957821139,/ 864893032331930,5.1,0,40,26/1/2019,10.146.242.196,'89551080137013986962,381.092,1.87,5/8/2019 17:22,Ativo
202,VIVO,'5511957774108,/ 864893031715820,5.1,0,40,10/4/2019,10.146.156.108,'89551080137011329926,3.845.257,1.52,5/8/2019 18:23,Ativo
203,VIVO,'5511957758551,,5.1,0,40,10/4/2019,10.144.67.155,'89551080137011329918,40,0,16/2/2019 15:21,Ativo
204,VIVO,'5511957716724,,5.1,0,40,9/4/2019,10.145.241.133,'89551080137011329900,40,0,13/2/2019 23:56,Ativo
205,VIVO,'5511956915631,/ 864893032332950,5.1,0,40,30/1/2019,10.144.60.12,'89551080137013986954,3.836.678,1.61,5/8/2019 20:05,Ativo
206,VIVO,'5511956915604,,5.1,0,40,18/3/2019,10.146.66.195,'89551080137013986947,40,0,16/1/2019 17:24,Ativo
207,VIVO,'5511956915594,,5.1,0,40,18/3/2019,10.144.60.159,'89551080137013986939,40,0,16/1/2019 17:28,Ativo
208,VIVO,'5511956915341,,5.1,0,40,18/3/2019,10.146.21.57,'89551080137013986921,40,0,16/1/2019 17:22,Ativo
209,VIVO,'5511956915291,,5.1,0,40,18/3/2019,10.144.230.84,'89551080137013986913,40,0,16/1/2019 17:24,Ativo
210,VIVO,'5511956915240,/ 864893032361130,5.1,0,40,26/1/2019,10.144.185.7,'89551080137013986905,385.726,1.4,5/8/2019 15:25,Ativo
211,VIVO,'5511956915179,/ 864893032364030,5.1,0,40,26/1/2019,10.146.131.231,'89551080137013986897,3.790.956,2.07,5/8/2019 20:42,Ativo
212,VIVO,'5511956915079,/ 864893032363690,5.1,0,40,30/1/2019,10.145.138.209,'89551080137013986889,40,0,29/6/2019 08:05,Ativo
213,VIVO,'5511956914884,/ 864893032364090,5.1,0,40,30/1/2019,10.144.176.187,'89551080137013986871,3.832.838,1.65,5/8/2019 15:09,Ativo
214,VIVO,'5511956914768,/ 864893032361770,5.1,0,40,30/1/2019,10.146.28.159,'89551080137013986863,3.845.453,1.52,5/8/2019 15:30,Ativo
215,VIVO,'5511956914431,/ 864893032332550,5.1,0,40,26/1/2019,10.146.95.199,'89551080137013986855,40,0,29/7/2019 16:28,Ativo
216,VIVO,'5511956914174,/ 864893032363670,5.1,0,40,26/1/2019,10.145.119.244,'89551080137013986848,396.087,0.39,5/8/2019 17:25,Ativo
217,VIVO,'5511956914083,/ 864893032361030,5.1,0,40,18/3/2019,10.146.120.117,'89551080137013986830,3.830.007,1.68,5/8/2019 19:31,Ativo
218,VIVO,'5511956914020,/ 864893032361320,5.1,0,40,25/1/2019,10.144.219.127,'89551080137013986822,40,0,30/6/2019 09:00,Ativo
219,VIVO,'5511956914017,,5.1,0,40,18/3/2019,10.146.168.98,'89551080137013986814,40,0,16/1/2019 17:28,Ativo
220,VIVO,'5511956913836,/ 864893032364420,5.1,0,40,26/1/2019,10.145.164.83,'89551080137013986806,3.936.691,0.63,5/8/2019 21:13,Ativo
221,VIVO,'5511956913689,/ 864893032361160,5.1,0,40,26/1/2019,10.146.218.79,'89551080137013986798,3.934.709,0.65,5/8/2019 17:04,Ativo
222,VIVO,'5511956913499,/ 864893032358800,5.1,0,40,25/1/2019,10.146.59.44,'89551080137013986780,3.706.235,2.92,5/8/2019 21:10,Ativo
223,VIVO,'5511956913385,/ 864893032360960,5.1,0,40,26/1/2019,10.146.126.56,'89551080137013986772,3.954.518,0.45,4/8/2019 12:56,Ativo
224,VIVO,'5511956913148,/ 864893032360600,5.1,0,40,26/1/2019,10.145.204.18,'89551080137013986764,3.522.121,4.77,5/8/2019 21:15,Ativo
225,VIVO,'5511956912946,/ 864893032332020,5.1,0,40,26/1/2019,10.146.205.21,'89551080137013986756,3.552.104,4.47,5/8/2019 17:31,Ativo
226,VIVO,'5511956912935,/ 864893032364050,5.1,0,40,26/1/2019,10.144.23.215,'89551080137013986749,3.835.647,1.62,5/8/2019 20:18,Ativo
227,VIVO,'5511956912834,/ 864893032358290,5.1,0,40,26/1/2019,10.146.131.197,'89551080137013986731,40,0,11/7/2019 09:51,Ativo
228,VIVO,'5511956912798,,5.1,0,40,18/3/2019,10.146.191.134,'89551080137013986723,40,0,16/1/2019 17:40,Ativo
229,VIVO,'5511956912722,/ 864893032359340,5.1,0,40,26/1/2019,10.146.14.24,'89551080137013986715,385.294,1.45,5/8/2019 13:52,Ativo
230,VIVO,'5511956909292,/ 864893031717520,5.1,0,40,14/2/2019,10.145.9.185,'89551080337002654890,3.550.387,4.49,5/8/2019 15:25,Ativo
231,VIVO,'5511956905739,/ 864893031716200,5.1,0,40,14/2/2019,10.145.15.22,'89551080337002654643,380.586,1.92,5/8/2019 19:45,Ativo
232,VIVO,'5511956905722,/ 864893031717410,5.1,0,40,14/2/2019,10.146.217.230,'89551080337002654635,3.796.693,2.02,5/8/2019 20:32,Ativo
233,VIVO,'5511956903115,/ 864893031717260,5.1,0,40,14/2/2019,10.144.252.19,'89551080337002654460,3.554.512,4.45,5/8/2019 17:54,Ativo
234,VIVO,'5511956903092,/ 864893031717290,5.1,0,40,14/2/2019,10.145.191.168,'89551080337002654452,40,0,4/7/2019 16:44,Ativo
235,VIVO,'5511956899089,/ 864893031975870,5.1,0,40,21/1/2019,10.146.159.103,'89551080137014171796,3.847.246,1.5,5/8/2019 19:22,Ativo
236,VIVO,'5511956899054,,5.1,0,40,18/3/2019,10.145.7.37,'89551080137014171788,40,0,15/1/2019 18:43,Ativo
237,VIVO,'5511956898900,/ 865205030587290,5.1,0,40,8/2/2019,10.144.157.205,'89551080137014171770,3.782.077,2.17,5/8/2019 19:46,Ativo
238,VIVO,'5511956898690,/ 865205030588160,5.1,0,40,14/2/2019,10.146.23.223,'89551080137014171762,3.790.286,2.08,31/7/2019 18:21,Ativo
239,VIVO,'5511956898676,/ 864893031835860,5.1,0,40,19/1/2019,10.146.120.98,'89551080137014171754,3.835.222,1.62,5/8/2019 18:09,Ativo
240,VIVO,'5511956898613,,5.1,0,40,18/3/2019,10.144.203.208,'89551080137014171747,40,0,15/1/2019 18:43,Ativo
241,VIVO,'5511956898569,/ 864893031832650,5.1,0,40,22/1/2019,10.144.136.95,'89551080137014171739,3.856.641,1.41,5/8/2019 17:31,Ativo
242,VIVO,'5511956898423,/ 864893031835970,5.1,0,40,18/1/2019,10.146.222.184,'89551080137014171721,3.814.403,1.83,5/8/2019 20:18,Ativo
243,VIVO,'5511956898331,/ 354868065542470,5.1,0,40,22/1/2019,10.146.229.92,'89551080137014171713,3.673.485,3.25,5/8/2019 21:31,Ativo
244,VIVO,'5511956898280,/ 865205030581570,5.1,0,40,23/1/2019,10.146.48.211,'89551080137014171705,3.784.001,2.15,28/7/2019 17:39,Ativo
245,VIVO,'5511956898180,,5.1,0,40,18/3/2019,10.146.137.184,'89551080137014171697,40,0,15/1/2019 18:43,Ativo
246,VIVO,'5511956898172,,5.1,0,40,18/3/2019,10.146.29.78,'89551080137014171689,40,0,15/1/2019 18:47,Ativo
247,VIVO,'5511956897841,/ 355126078576100,5.1,0,40,7/2/2019,10.144.231.227,'89551080137014171671,3.797.292,2.03,5/8/2019 21:00,Ativo
248,VIVO,'5511956897532,/ 864893031975830,5.1,0,40,23/1/2019,10.144.7.143,'89551080137014171663,3.568.378,4.31,5/8/2019 17:38,Ativo
249,VIVO,'5511956897481,/ 864180033423530,5.1,0,40,22/1/2019,10.146.237.178,'89551080137014171655,3.738.567,2.6,5/8/2019 21:15,Ativo
250,VIVO,'5511956897395,,5.1,0,40,18/3/2019,10.146.207.64,'89551080137014171648,40,0,15/1/2019 18:46,Ativo
251,VIVO,'5511956897063,/ 355126077918780,5.1,0,40,22/1/2019,10.144.63.15,'89551080137014171630,3.797.427,2.02,5/8/2019 21:00,Ativo
252,VIVO,'5511956897032,/ 864893031834230,5.1,0,40,19/1/2019,10.146.156.15,'89551080137014171622,3.542.544,4.57,5/8/2019 20:34,Ativo
